killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
SCAR-L,DIVILmYACRY,28,443927.7,458255.2,ERANGEL,2U4GBNA0YmnBEkbN_1hmRJU0XM1_tf_fFbHKVewhp1vtTLlDo8iw2I1ojDNq0br5,793,Beaver98,43,443672.3,458223
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0Ymme2vhHpSpnWRc1czaXYpIFk6AOdafTKH9xvoX17tV5q9YqCH_2RAMK,1648,jiaodaye888,13,0,0
M416,chaka1985,29,692715.8,462196.3,ERANGEL,2U4GBNA0YmmE_Y6_by3jYElP2eaQI7oiP4LsMVMdg-CW9BKHZJjqItAaQ3tpwE5-,301,xixixidada,34,694330.4,464629.8
UMP9,zgq6666,32,420756.2,383430.6,MIRAMAR,2U4GBNA0YmnjGm6tJ1A_5HjUlh89YYIu-Fi_pnn1H5txmJZLvJrTiCUTof5XaxcQ,766,BoomBoom-66,37,425710.9,388879.5
M16A4,Yum_Yum_Nuggies,14,433320.9,627139.6,ERANGEL,2U4GBNA0Ymknd3WytC1JuxrCo9rLzKVMXKYxTDfrvw98pNLlsgMRA1GiEwJWfFVE,128,kaosbj22,45,450413.3,620817.6
Down and Out,Colirob,38,431355.9,628565,ERANGEL,2U4GBNA0Ymmv1uAn_3pWhdbbXImAshGO6PpezujFTKZxzc38mQbF501HicFpGIik,118,YNGNSVG,48,431093.6,628971.5
M416,kevino2894,4,552720.6,570784.3,ERANGEL,2U4GBNA0YmnPQXTpE2lsADyi3IQuvq6tCFGsc41syc5F5qgC5O8L7Lm_lgZiDUrY,594,AutisticLunchBox,19,552722.9,567846.4
SCAR-L,TANGLEI333,28,440990.5,280118.1,MIRAMAR,2U4GBNA0YmmGNxLRM3iA_lxXmOpfE14Hh9NnF0LJeIgnBb6MNT9SjxfQGlwg_Tb4,126,tove-bebe,41,440076,280248.2
Falling,Ace-cccc,15,154261.5,502342.8,ERANGEL,2U4GBNA0Ymk_jr7AxduyDPhb7RMv6_Xk9Qh0SSjyKL24df7_Y-o8AkYHI7lnEUFJ,1186,Ace-cccc,15,154261.5,502342.8
Down and Out,Mr-LG-leon,10,592446.9,490608.6,ERANGEL,2U4GBNA0Yml7QQ13o1vXd7-W8PPOH7KtlCI_OMI8aNyzLUOHztfMXRw4YOsX61vY,1266,b0ssm4ch1n3,11,590309.5,493869.2
AKM,chaojikune,5,362087.6,401199.2,ERANGEL,2U4GBNA0Ymmjy80asZwtlUcwUBDlKsmqRqb-Q399iwdshj_9hTh-n-TqyaZ6g0ka,507,MCsanjin,32,362847.9,402002.5
P18C,WildPikachu,17,451681.1,630206.2,ERANGEL,2U4GBNA0YmnPS7mKNC8nCn9-F9rItpdHmDwKMY1PQx0wF8DrlULFILcfAXIw0xYk,149,Lcp91,25,451905.2,629994
Tommy Gun,chongF,14,429710.3,637925.9,ERANGEL,2U4GBNA0YmnXYMa-v4fUq1JFQzx90j4eNJYkDWCKpY5agNJbvZAv326uqQCq4ksK,164,doucheb,44,432338.2,639035.6
Down and Out,Lickbottom,2,376393.6,434712.4,MIRAMAR,2U4GBNA0YmmnUp9hIArdLMH9TpyTj6FSCzjOHdy_7kasmii5Rn1penkCUd0aBygV,155,actofvalor001,43,375897.9,433475.5
M416,MINGZIGEGE,8,363936.6,202095.8,MIRAMAR,2U4GBNA0YmkGQJaeU8ZNHH-K3Jb32tWmyISS5ZW7Hn3cC6h_L91hPpuW8V2dKjEn,1546,JW190,11,364671.9,198772.6
Down and Out,guimiriyang,10,340265.1,447818.7,ERANGEL,2U4GBNA0Ymlv-pueo9jE6xW4Ram8PMOknDKlA3G_tz3lTRVW70nUkYm4bOlc2UBW,951,XxxxxMmMmJ,18,348989.9,447705.6
M416,LebaneseWarrior,15,141511,296026.3,ERANGEL,2U4GBNA0Ymlrc9lexWGULNl9wEXiIaEgRP55bxYpIDcp1-XUM6Q5HN9j6Mz3iVwk,953,Shang_xd,30,143864.8,285090.2
Down and Out,Seogy,17,369944.8,405788.8,ERANGEL,2U4GBNA0Ymkq6oiqovKH28qZXuhvmC4IXmTe-sg0Vd2GCeoo36c8CWMw5LbH7j3c,228,NightCooki3,26,368612.1,407111.7
SCAR-L,BallinJD,2,452657.2,541336.6,MIRAMAR,2U4GBNA0YmmFTec9YlbpeZCBGp5QxKTLjMZQNIxUkTPjwRDvLCrfRmc3tdJRZg1f,1888,mustardo,3,454775.2,541286.7
SCAR-L,TheRabinator,34,399426.2,353533.6,ERANGEL,2U4GBNA0Ymm71YT73s6MQ-Z2RUlviTkCYq0XtnsQtOp3gtsBXxkfqYwHb_rMX3dT,481,feixiangdepiqiu,91,0,0
M16A4,zainiao,24,625416.8,611123.3,ERANGEL,2U4GBNA0YmkrUtnurp74iuo7-bc1SrtHr22Qr_7jNsQY7ketR6TgWcaXWFl-izeK,705,shenqingii,3,625139.2,611250.4
S12K,Ga_DaWa,13,238925.4,299259.7,ERANGEL,2U4GBNA0YmlG9pJDNbCI99KAMAnZ-4Dfx5fWqI1iJjKn4gsY6GED77yrtQxpq48u,160,outsider23333,21,238826,299377.2
Kar98k,Zuoq112,10,317611.2,408364.3,ERANGEL,2U4GBNA0YmnhD8MYb-YnwfCI_ahzTU1W3IpDQGY6P4d_JQEiH7FOznDVLFgKoxCS,1545,milelelel,13,287079.5,385333.3
Bluezone,startover,2,557704.8,253151.9,ERANGEL,2U4GBNA0Ymmxr4LIyJwK8oVULC8OrdY_deiA3Qh0wh8P9mC3Fyhz4Uyy8rLNil0T,1757,startover,2,557704.8,253151.9
Down and Out,Lordsheen,5,370804.3,130619.2,ERANGEL,2U4GBNA0YmnYGd7Mqn-HRhT3DiL5KiGUoYytgAgdCENLuwrnWiJysMVRRg44VIZw,405,YANZ00,23,371218.1,131591.7
Down and Out,Korvix13,35,643481.6,613498.8,MIRAMAR,2U4GBNA0YmmergiX9rEOZyimKVL-XI21DqSNvWKMP2Vn1S_Yhe94iqtF6ifMYbgr,117,IVIario,41,643536.9,613609
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmndE_ASHtMRdRn4J-dYjEGayXwIxX5PwQ_OgyuUS9ENMgilkWfnq4M_,1361,cyhnb11,25,0,0
M16A4,Jgg_wz,19,271317.8,425889.9,ERANGEL,2U4GBNA0YmlNNdkUoxtWmGHkCnfSQ-0S0Nlb1bybv2Zpl428yYQOMU3j7DN_4Ouj,856,zhejiechnegsha,24,274957.4,430672.8
Down and Out,QianXun1996,16,116469.8,130337.3,ERANGEL,2U4GBNA0Ymnx2ygGcdCjuvr5GaJgqANPvBx6VMwClqCuMvdGJdqTozQbhVy5KxiT,411,Skvelu,12,115941.4,128064.1
M416,langzifsy,1,238363.6,505564.6,ERANGEL,2U4GBNA0YmmUOxIYirVLdCW_LqDCOnoRTt4vYV9zxWaotjw8C287hH6ecXVTEGnq,1772,Dako87,2,236144.8,505198
Uaz,PandaTV_MO,1,298223.6,366082.1,ERANGEL,2U4GBNA0YmmeevE9i6bFaA_8MILkPySukgE43Jm3zOeNn-vAvkivwrI5NK7Uos1g,971,BGHanyang,10,288093.2,371965.9
Down and Out,UniqueLvzi,7,143421.4,489868.9,ERANGEL,2U4GBNA0YmnmU1FzGu3w1boVBIjXxZP7_63LznmOs4Sdn1Vp-G1Iwpd8ETwGW5v5,1255,WOshiNIDIERFWER,13,140622.2,489248
Grenade,wangtiantian666,24,583920.4,37738.76,ERANGEL,2U4GBNA0YmkDKXk_alZsu0ktirl8Bdk2FOD8tzVNEpIoh0z3_fa19OlAezXHQZRN,762,wangtiantian666,24,583920.4,37738.76
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmkwpxncRQUeK1VMQcWcPAkM37FT9S6dxYiaGtw1Rq0sHk2uHI47wJoF,1453,tryharder007,18,293091.8,397097.9
UMP9,Jalunga,45,437243.5,640094.8,ERANGEL,2U4GBNA0YmmGRMsaaE4L_99uBfx2iDtL7JyOK2P4NNWoJ3YcX2q6Q8r2gYmzy_Y3,173,madcap71,47,437337.8,640165.7
M16A4,Blitzpwnage,5,398000,644760.3,ERANGEL,2U4GBNA0YmmGQ801tMX5OUb--F_lQG8IcYBp99KfTO7PhCMB1bVnUHajv5KOhHzu,1745,GSXRMike,6,393287.4,639822.8
S686,DaddyLong_DK,7,409015.2,284214.7,ERANGEL,2U4GBNA0YmnSN4AnbKmPLL-NBXN1iFXPDHq5lpn6bTnJ_mfvThzTrp2sUA5cGD50,328,Toronto_Edision,57,407943.6,284787.6
Mini 14,smokedope,8,153490,604826.1,ERANGEL,2U4GBNA0Yml73di3Ns32xfMlW6VpKXmXYqr53B2IAkNNUh8nSHmdQ-ILFoJsfeNO,496,ldz001,19,154979.6,606096.2
SCAR-L,MazderPRO,18,365201.5,287186.5,MIRAMAR,2U4GBNA0YmmKe3zKssXwjqgI0X7JxkDplWKUTCwnKAhVh9baJkQ6HSW3T0H5LEVL,595,coldbloodedkler,44,362453.6,293252.5
Down and Out,Cootiee,33,422995.5,325601.1,ERANGEL,2U4GBNA0Ymkp2ZKz1f89wi_IcNBVM69S-78qGf7Du_xVVcwE8u0pGsMjaZB7tld2,150,Goddess428,47,423389.7,325971.2
Punch,Phantom_Pupil,2,356460.9,405633.5,ERANGEL,2U4GBNA0YmlTlNbxKecOiQJ8U18xf4c5oKGNDZK3MK8g14jna3mnN6SUVajMvTKK,150,cookiemoanster,27,356529.9,405593.3
S1897,Jesseboy4,13,582155.8,607437.9,ERANGEL,2U4GBNA0YmlyRfqEtz_vHiHLkfGOlrSR1G90Cy46G7ZAaZwjz16psivpwNLcABNS,153,LT-EXOTIC,49,0,0
Down and Out,Uhhhhhhhhhhhhhh,27,389395,131479.7,ERANGEL,2U4GBNA0Ymlzrlp7a7slRCUw6TsWJEEylIBele53qH5epvVKuN62-NpCK_aSJ9Eq,167,buheniduobb,14,389131,132435.5
SCAR-L,YangSir0,2,294865.1,533050.7,MIRAMAR,2U4GBNA0Yml959W10YcHxiQQFsZFUCEQozpn6RK5ZlAhFYubWe2JRNVx5t5Ew7Lf,1837,Claymorb,3,296034.9,532805.4
Punch,TwtchTvXiaoxin,1,129424.4,383458.3,ERANGEL,2U4GBNA0Ymmm-51ld7wY11CZgtU2LDDkC48GMu9XpS1dh8_VbgDayIIA_B6bdqau,214,Cnev8,29,0,0
Down and Out,Cherrysmoke,14,446369.4,632342.1,ERANGEL,2U4GBNA0YmkHwnCvSjr-FXzewgLdw89zx383wnHtH2qUVBJTo0RCcNwmaOihaJ2-,324,KaHiN-CcC-21,22,447426.6,629920.3
AKM,xq80231,30,284801.3,401564.1,ERANGEL,2U4GBNA0YmntBrTuvfH_BUlo46aK4HFzP9aXb_NMKGwlGDE4wvM4kJWP9jSSBdeE,457,EvilBouche,58,281855.5,398476.5
SKS,sdijoseph,39,374066.2,437537.9,MIRAMAR,2U4GBNA0YmkQWi9kO0qhms6oJah8zwmkITxNaCZ5O16j45nV7waP6yWBswsp1w6w,513,He-shang-666,46,367239.5,438849.2
P1911,HotBird_ya,17,489935.6,519736.6,MIRAMAR,2U4GBNA0Ymm9vLWreFd188fphRmIn2o3QRefN2grszeup2hw2L2QAL-3ZRubxxOf,201,AlePon,24,490100.3,519763.2
Down and Out,Indominant,5,388422.6,278726.8,ERANGEL,2U4GBNA0YmnWVLggH5VtYUw8AvZf7wE0rUGScKBEUrR-qfq714h1egLBkLRWvDZt,935,tugoudeyoushang,15,389121.1,281296
M16A4,fruitsnack_willy,2,557085.8,297835.5,ERANGEL,2U4GBNA0YmlxxIXBCKUZ9PDGXgUz2IZHZ9JPWVv3hp7DCS-4mPHgc-h0AqPs4zBc,1615,ra1den_,7,557309.8,298071.1
Down and Out,IceFrogs,35,437204.3,637624.6,ERANGEL,2U4GBNA0YmmGk-RegKsVfJnk7p8zQcT3vI5TemFijS7YKkUchFqXmVYr1nnf_QyS,225,CHENX63,37,435701.2,625006.4
Down and Out,Jsc7,10,384598.8,536655.2,MIRAMAR,2U4GBNA0YmnmBvhyWpZIhykX63iedmztmB-2875D-0oFB-6uyBsugu9psgGGYr3l,1062,SOLOYOUDAYE,7,389351.2,535529.9
Down and Out,QAQ_WalnutCookie,14,373568.7,283965.4,MIRAMAR,2U4GBNA0YmlrgAmfuyPVmDk1Jbw0QEldiHIME7iwQjbfaFcwA86IZ_XqJIN0u1gZ,472,Voivefu,15,373984.7,282799.7
P92,Mercer17,7,627952.4,197531.3,ERANGEL,2U4GBNA0YmlGUoKUDG681iLh15exVKjOliaC_roCrs7oc0Fn4QzNxaXn0sV2z1XY,128,chicknch0wmein,94,0,0
SKS,firefreiamerika,4,157933.3,457685.1,ERANGEL,2U4GBNA0YmmjDaoJLe_T751A4Q1bxzK4yiwuWBie2eGxAJsA3-i870BZ-pHIMDYM,1493,ccnn0999,10,163833,447143.6
AKM,EduardoVqz,9,406832.1,353372.6,ERANGEL,2U4GBNA0YmkaC_JbyOKulcMk59kPmZ2-zgZa2hgxw9XYrtYEUJynq7E9TIY-fFXk,1660,Femalecatcrusher,10,411602.3,349794.6
M16A4,4AMGreen_Cherry,2,615334.4,424006.4,ERANGEL,2U4GBNA0Ymm3FzgkZCFlxRGVoRJ3v86Rm05z5YCTFBPMpIpTa4hlQaCNmkVMHPYL,1539,dsdsafwfsdf,4,614430.7,423766.8
Down and Out,ACTMC,23,359612.4,402915.8,ERANGEL,2U4GBNA0YmnHbOpuRDUwnGeZhaXILRlBoGG9Ly5WedVpdQMfKvPaSCA74iMGMTFb,369,Blood_Raven,22,359432.9,402440.6
S1897,4man,13,445160,329748,ERANGEL,2U4GBNA0YmnpKIK8Xw6K6EnK5Ynxx9wNnp-YDKFTOUr4N5vqH8-0wdqmMUbFh3eF,960,Faythnme,18,445188.5,329419.9
Tommy Gun,cwt1993,50,438858.6,329207.6,ERANGEL,2U4GBNA0Ymnja4F5JLYFCD1vMgyoFYN8pXig7xkKxjfyHl7iOyvnJTZOZYUnDMc-,588,lulu6100,52,438768.5,329263.9
AKM,ykaihuihui,4,417497.8,335163.6,ERANGEL,2U4GBNA0Ymm2xSDa07Hd5D59xEH5EK_1_8ScqD4e4sMmqeKLPRMbV7MEmmLk5vhX,683,fate-xxs,21,412809.9,342521.8
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0Ymlhgr725VBTYpnLWcVfE_lo4izrubJU2KucHbe1-krbm0F9ngwFCMFv,803,Oman03,40,507361.2,500922.9
SKS,Do_You_Jenkem,14,431459.6,628480.9,ERANGEL,2U4GBNA0YmkNhCsNJCqaTB0QDKMJMFrX6b9l1kOiVzUfyAo7Vum9SJqmZjxS138x,142,helloIamIT,25,431299.5,628542.8
AKM,thesourlemon13,3,438267.1,570397.1,ERANGEL,2U4GBNA0YmlDWNpIG01AI-hPr7N7NXuOOSl2QWou2ODRV5N_9zyUXdDtdjygRFNf,1285,Rogrer_,NA,410882.4,566956.4
M416,7893,7,353539.6,647299.6,ERANGEL,2U4GBNA0YmnRYTzIts7nq7Q_mENmMbeU2avpe92jdWDN-1DId0ds8uEdvYUPo-78,1413,Dyc99,NA,360409,648734.6
UMP9,chenlong222,25,169588.7,163233.9,ERANGEL,2U4GBNA0Yml1LNl3WHNLcHRKBMDw-NelSst_XIxXlZRqIy28eiDNH5qn9ybDKhnK,345,lygsunyingjie,25,169800.1,163110.6
P92,Zatxx,33,370875.9,420988,MIRAMAR,2U4GBNA0YmmsBI9JpjmxVoqsanJ1kxfQYvp0qXG4RVxkYnfqx9m8Q2FXNOj4oATS,132,77777xiaosheng,73,370478.2,420990
S12K,Properties,17,422690.3,325259.6,ERANGEL,2U4GBNA0YmlAm8yZy6KZ5dbIkm9tv6pMEiZphPfu2s6xMIitJzQhsSGs8Vcsoypf,121,Vanguard890,28,422615.5,325352.8
Motorbike,Dssas,11,327055.9,318598.1,MIRAMAR,2U4GBNA0YmkX6MHgDrnebtXbxGhj-9nJD5-txe72APx2An1qEssze3hCYzAPxJPS,994,Dssas,11,327055.9,318598.1
Falling,NA,NA,NA,NA,ERANGEL,2U4GBNA0Yml47IiwKIdGm4uvvVCsML3yHXCVoVnwo9Z7_wUdrxZdyTNGIM0CFuBk,571,Hruiqing,24,156646.3,281959.7
S686,missmiss92,36,157757.1,465522.4,ERANGEL,2U4GBNA0YmnhjlrO2AzvZZ8HOsNh12B5lXYSn6aBJU0LEVx8_Hdm6JIioyjyv4pL,440,Baotouaaaaaa,42,157672.5,465395.7
UMP9,Dumpster-0302,4,449749,298951.8,ERANGEL,2U4GBNA0YmmWZHm32SFy9HTitKir0qYS_v46u6VtRAxvx5nEl6vM1vVXkSaLNeFO,666,ThatzMenace,18,450048.9,299384.3
SKS,Machine6FD,20,485851,368535.8,MIRAMAR,2U4GBNA0Ymkibw4FmEqFNiecsxncXNrcz5vn5r-t-HuDxL2kG_I7Xb7MQu1WuFUL,385,Hlw_Cornicione,22,484763.3,368078.9
M16A4,ailerui,23,388755.9,469010.3,ERANGEL,2U4GBNA0YmndAl1htzZdCU8ufjiYf2D5NzroCkvnUw_zS6ZMyGfklpMtZBjTs_4b,350,Micchael_,34,385184.3,467617.1
S1897,Xiphur,10,203334.4,274914.8,ERANGEL,2U4GBNA0YmlTgnZykmL0qNK48YETBaNdG_9k1grP63H4h_qAFQpAzp5v-pKhmLqU,285,SniPIMP,34,203634.4,275787.5
UMP9,460-HAO,44,474683.1,396804,MIRAMAR,2U4GBNA0YmkJWVPEmPmMShwq7wl_ifPrzIN_QeKfsdI-pFzVto2zT5mGMHxjax9p,399,ForeVer_XHG,56,473712.2,397226.8
Kar98k,EilHOO,3,532348.6,357926.3,ERANGEL,2U4GBNA0Ymnuwda5JYA0uIiLAOSR-aS-tI6sgc_LSpmYlrVc1QuyIME7LksVtn3n,561,BAO_K,51,527880.4,376307.5
M416,limingyang11033,1,433958.6,330311.1,ERANGEL,2U4GBNA0YmmRvWdBbeURpXA3cv7xPm6m-jpsPgQ7DxoWDUzdNNN7dgJv9ajno7fZ,1888,ONYXyoutube,4,433595.8,326259.1
AKM,Gunnergo,36,218436.9,396395.1,ERANGEL,2U4GBNA0YmllrWr6U05M4U9qEVYYwA1OqTVtE_AYibTTSTI9c1uEkhmW7rcFBb6m,291,Fezx,73,218251,396666.6
M416,Donup,4,405612.6,308794.9,ERANGEL,2U4GBNA0Ymk1X5T40Ho70JxRx4ScNGDEkuAvR4wFcj5i1nW_EJBjZn2ARPwvHKvM,778,#unknown,13,406609.3,310049.5
Down and Out,Cluck_,5,441042.3,332015.2,ERANGEL,2U4GBNA0Ymn9JC3XMNR5x6P3_88McuQ1wWGe0viQXqxdvSzM9GoM25urehxg6Joh,339,Chinaisdiyidiao,23,441700.8,332206.1
M416,FGWQ,3,473480.5,357688.1,ERANGEL,2U4GBNA0YmmNuZzLT3T5jJVUFPcSCCSsLUTl5xQuFrMcAlzzHJT6FBAOoiQcjsvY,1178,FlimFlam06,16,478615.9,359529.1
Down and Out,Xili30,2,474689.3,267780.8,MIRAMAR,2U4GBNA0YmnIoXXNHmeIniR7iarv9LmszKvjEvRPDuNYJpvJV0BZpa4s0-4aGPRX,1468,mang-jc,7,491471.6,245905.6
Down and Out,poyangkui,5,520208.7,175437.7,ERANGEL,2U4GBNA0Ymm8Sy5JmgOgd23kbIA_L4rutkd_BwUDVM7DFLhyxEXDp5Gq6mvjqa3X,1390,YoFizz,6,520951.3,170222
M416,Kiemara,1,224486.5,561458.6,ERANGEL,2U4GBNA0YmkzZah3Evgh_Qw5Hc0fHbW2GsyjXhLcsDZPOMnKu19hZNibO8jfUtyC,1013,arbyn,32,223580.6,559277.1
AKM,SilentFigure,15,366398.2,417788.3,MIRAMAR,2U4GBNA0YmmYyodR3F8ylgQP1QvTwVS1j29qFgcir_G0YQZ4C2SnCpSkAEyKVCCd,142,TA_Shadow,26,366232.9,417744.9
M16A4,XanderMacDaddy,11,602371.8,351209.6,ERANGEL,2U4GBNA0YmlM9Gd420KPZ6eSzgLKQI-tX5GiiiXZKEbLE0pwmZmCoFKsc7VKqUr8,1225,HarleyQuinnCrazy,12,613943.8,350288.6
S12K,Qeng,4,431100.3,628746.8,ERANGEL,2U4GBNA0YmnTGR0S7aIpIvPzREgrSJmSxyoLdGwZb7XBsIC1NcKWRbN2RxgfRHke,411,Godoflords,33,433183.3,627152.3
M24,NinjaYx,4,301724.1,408558.8,MIRAMAR,2U4GBNA0YmmTDltKSSS11BLMIzoZUZ-Q8VKiA_AeIYWkW-AOf7GvEjXbbk7o5C6J,1518,Dream-traveler,7,288886,412949.1
Uaz,CheatersNoMom,1,210368.1,468784.8,ERANGEL,2U4GBNA0Ymku9fE7udC9Hg6perP-CQ6z5AG1oqq6vhp7GgsJNRmFZXN-wtlNmpED,1633,Artist-Zhang,5,208197.9,471285.6
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmlYWgoQaXItd1uRUzX6tAAPBddro60uWLkJULeCBN1g7yrcwg1Rr-Qi,1490,Mote-i,12,301291.3,284706.8
Mini 14,gaoshousanren,10,523413.8,348147.2,ERANGEL,2U4GBNA0YmkApdZI3y1pCNQG8MnU4svnYjP5rgWRMhXLElGz2MH1CZuQvOxLz3LK,1211,thebubber,23,524337.4,353305
SCAR-L,jakedeee,9,354075.8,571588.6,ERANGEL,2U4GBNA0YmmjcaRpeL1c7-X7SGRaouwiGE5m1IveM5sVP3i0Qryjozthbx1BIDRg,918,Butcher_Pete16,13,354789.5,572209.6
Punch,ulfdjek1,73,431598.9,115576.3,ERANGEL,2U4GBNA0Ymk03I0N5fVDmAO6ZNQSpSPSR12MVTya1u2ysjKmxzP0JQVg_2uzvYXl,114,666Gera,87,0,0
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmnPfqA4ZdG0SkPQCHw0-1lUhBvnLLhBtcXsgPtjWvSy8pzeh5SKwOXh,768,LuLuRen,26,0,0
AKM,therealfrostyyy,14,158499.2,457605.9,ERANGEL,2U4GBNA0YmlxNVMwdoEqlksjh-uOG8-oTGGfwwPdEJ5uxNvxeU3gXqrerChiKUFh,803,Aroedx,21,158042.4,457649.3
S1897,WhiteZanqi,10,627830.3,473605.4,MIRAMAR,2U4GBNA0YmnqJxR__hrD8GYlspxflw2VJRi2_MMu4bexYgTCuhCueAgUHX7BMlDd,289,NM4564687423135,22,628346.4,472989
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmmsR9q51hvVmgO9fq6V9-WPezzyR85K86D9JEb-V1B8NgCtBI8OcbtS,1650,HollowPoints,7,411079.7,458215.2
Kar98k,yangboabc,8,430495.2,305695.5,ERANGEL,2U4GBNA0YmnCNIgSNJuLiP7vnuHvFXO-3NbMiq2y9xhc8Ox-nyhXfBdjShfry17V,1245,ZHONGxiaoda,22,405755.6,311736.4
R1895,Samorama,13,343081.1,169471,ERANGEL,2U4GBNA0Ymngv0QeVPiFmoeJ6AJXjNahV9B3SU9Ri0hjdpMKSQNGBN0d-DQlLpGJ,193,CBH-Phoenixhawk,26,342728.6,169047.1
AKM,Horimasu,15,377866.3,416207.1,ERANGEL,2U4GBNA0YmmPSi0YrZ3SRhOouNHo2wv6YRft8UqAW6Ablw-vsOQNKA6PBg_xld9L,877,LLLLLLO,17,377799.6,416094.1
Bluezone,NA,NA,NA,NA,MIRAMAR,2U4GBNA0YmmASHi7rJjrFtKuNQDYKUKMK4bfae3Pgi7upEhgkUbBFeoL-nGeyGnT,1471,BaM888,10,325710.1,477269.8
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmndBPnKtt4lVJbUWH0NYSpm14d2cJc1jHPZBLeaF3OYUp_sAxYkscan,1636,LuuMinhTaiSmile,6,622101.8,243269.8
Down and Out,niyoumeiywkai,18,567683.3,350792.9,ERANGEL,2U4GBNA0Ymlb7gRtz33GEqUcGeG81lGWWkrxsux4lx4oqIEg-lH2PcHKYJi5vLwQ,453,Akagi_oNe,18,567844.1,350635.9
SCAR-L,WenDongZ,3,235335.4,467467.3,MIRAMAR,2U4GBNA0Yml5I5pp1czRFOz8O5u8eAGmIsPaV2ECIUHXGdzFREhEgOqBapD7RJnp,1450,MightyIstard,NA,230456.2,467784.8
Bluezone,zxh6262,12,525446.6,488278.9,MIRAMAR,2U4GBNA0Ymkza1Tf8lu8xFtUUcVyHg-Amr3h6zzWsoftvQq7wWvanvmZvdRrbMz1,1063,LYQQQQ,7,521526.9,484210.9
M16A4,htdyrvh,15,383851.2,115113.2,ERANGEL,2U4GBNA0YmkF81IvE9PTeecvftIg3uXJf0K53MRyJPn9KEDxRnTux0f0hMLbjylq,709,QD_K8Z,19,386469.6,113662.4
SCAR-L,ShadowFlash,14,438307.9,625181.5,ERANGEL,2U4GBNA0Ymm2WBUXEPg3AFxyLJSPt_0nsGHy4HkolHCH4CKiqnwezWRLQUCgTKXL,728,vinRee,45,439463.2,624887.5
Falling,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmnaTUQgtUbZD2jXr0WVTK9J4iqYkP6_QA3BLysPy_2cbH7n21z5zh-n,1037,ximuJY666,8,276569.8,700983.4
P1911,Scrottus,70,190164.5,551222.8,ERANGEL,2U4GBNA0Ymnx6n-1dRpM28AIxO-bwChclzqPE48CHxP4fpigd3zGBSwaeYCT9PSV,147,CalrexYT,83,190351.3,551850
M416,maestro_pifador,4,311309.9,230590.5,ERANGEL,2U4GBNA0Ymlk21EFm9g8duQUGJeH98jgB8gU5DuNPBafUjUBMmJUKnwLUgO5nTA9,1459,DiegoxM,12,310215.8,231338.7
M24,wiley12,1,458509.8,586009.8,ERANGEL,2U4GBNA0YmnGaoREBLPa5XnpoMeY1rRYDQaQ2iig0-IbRGtw0CDmCVxv6Mlede5E,1469,Cipherius,10,456467.8,574484.8
Down and Out,EliteNorsk,16,592192.2,481302.8,ERANGEL,2U4GBNA0Ymkyrrd7pH02hlAwH35HlrTBkGZIux9YGxjQAx7L1_IK3ElAUQ1tvrVn,730,jaanster,25,594232.3,476149.4
Down and Out,rladngur,12,627119,378169.8,ERANGEL,2U4GBNA0YmkoksBicdZ4VKaMELPKSxncqtuKFfPgQh_pxsOS2KNtwgPemw4D38Fu,396,Lill-,23,626749.1,378215.6
M416,jiekeking,28,382746.6,128966.9,ERANGEL,2U4GBNA0YmmTZzybTlNdCxJU-CMFilOJ67IQUSr73ilXKKoqna4A7P7EkeFJbEj9,283,Sam-ten,37,384544.6,128861
M16A4,Duetoxplode,4,438001.2,605276.7,ERANGEL,2U4GBNA0Ymm9sGcoqMvpJwiHIjAxFjXhTTdvTUZcpclhYybDCki_2o4Av0eLP8LL,589,PDD101,16,443811.2,630775.9
M16A4,Aimbot_Sun01,6,617725.5,490603.4,ERANGEL,2U4GBNA0Ymkf_rfRTAvjVzeYkjBcWa8H2n_XRm-VX6dUDrYWGBpbHjZ6Aq7U8oX5,819,XIYANGYANG001,12,615606.9,489895.2
S1897,Human_Bean_,4,220150.4,391593.1,ERANGEL,2U4GBNA0YmltAz6NQYu-4ZjErAd_sZB-xyn9fMsUxnULoSBYPys4_2vnn1Kd3-mH,163,SUYUNCHAO1,43,219429.3,392364.3
SCAR-L,Teo2002,26,323551.6,533829.9,ERANGEL,2U4GBNA0YmkMpG6aNSxZAzScigPf6URIMybn5dICe5LntdjfBbaJRDI0FnlGatGL,621,jiahao-nan,27,324263.2,533038
S12K,AvergerLeague,73,622241.2,374349.2,ERANGEL,2U4GBNA0YmnI9wadoC47k4NV5rTeoiwURd7aCHC4JD2EEaRqLPqTvpd4jZIbtEwk,122,SirDAVEington,89,621984,374257.2
