killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
S1897,Zhou556,17,630812.4,372214.7,ERANGEL,2U4GBNA0Yml4GgaUH76N_6f1EWGamZkPUtYCv3DH2SypfBcrdKvYAg0lZ0XgVoZK,104,xiaoshitou666000,23,630490.7,372108.1
Down and Out,Rongxianfanchao,9,260912.1,416495.9,ERANGEL,2U4GBNA0Ymnk9E25CQetMyFH1hmYtakabvQDKt08roag_FHIOMyFbkDKHpK8nRsL,949,panormos,19,260929.5,415690.8
Down and Out,Secret_________,19,105558,719968.5,MIRAMAR,2U4GBNA0YmmMvMqzuPmifZh97cRJzoslD0l9v5OdkReSUGD8anRQTB5fLg89zSAd,553,goudai6,19,105270.8,720099.3
AKM,JAL999,3,529684,240988.1,ERANGEL,2U4GBNA0YmntLhY97f-JNqPYu4cJ5SMvuW19CI5omjmSb730zTmayWMXdkD7mPZ2,1252,lechaoaaaaa,11,529149.3,241709.2
Down and Out,temple-angel,19,384387.5,443943,MIRAMAR,2U4GBNA0Ymkbiu5IDMPFmZOu7RWBq4qgCvYxFpy6VAlpGIgmS1Pf2EaA2mDEzfI5,185,Wuuthrad,16,384794.3,439770.6
Kar98k,Seckilluass,2,500343.1,552554.8,ERANGEL,2U4GBNA0YmlETKjErs60a3oPLleJ0tNVQ7ZweLDTLPaXo3kDIClIxeMTyhyc2L3m,1501,Kaladbolg,5,502870.9,546889.6
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0Ymn_dWon0opf9z1aug7tFu5F-k6idr4w0xLVBqpQNRDwkcs2m2qALa2U,825,SyphilisRash,7,0,0
Down and Out,JAY159753,12,322553.1,529529.6,ERANGEL,2U4GBNA0Yml3KjSXbleHJKSFjb-CLxC-oU28jz9hLY_4zC_BDtN5DCvXLsqYX45h,854,iosdjrgd,16,319847.9,535177.1
M416,KingMoto,10,486329.6,303414.1,ERANGEL,2U4GBNA0Ymk97o92Zs-xjmPYD6hw9NXVVmPAcnDu9yzjNX2SB6KrP9QdYn4iSP2q,944,dsqwseda,41,480638.2,302826.4
S686,Drkeck,13,439087.6,280641.6,MIRAMAR,2U4GBNA0YmkO-yz5bozm9620tWg3xQJ7__zVw2vmkSx-gPRij8v4rjm3aQ8zkNBR,223,lonlylikeyou,31,438768,280659.8
S12K,OwenHGaming,21,627622.1,378080,ERANGEL,2U4GBNA0Ymk2fib__PI3n6dg84EBTJm8uTzVYh4HNgSubDQnawE87M2qR1D3ZraA,86,772419,NA,627889,378052.3
UMP9,NoNutsNoglory,4,406076.9,284344.2,ERANGEL,2U4GBNA0YmkSBaxNQM6tAW-TglA260mS6CobRefzEWQQ3I4uC1kp6cSP5_2EUZZB,307,HHhh1102,24,406106.6,284479.8
Punch,Enter_Name98,8,557490.1,501505,ERANGEL,2U4GBNA0YmlQafBdlLCG1LB_XpS6wJMyGNcMM9EA_YrrIZmGSd-Umx7CgLml8Kgf,112,AntonioFares,14,557464.4,501580.8
Bluezone,NA,NA,NA,NA,MIRAMAR,2U4GBNA0Ymk-Ax2vM2kVHyOi-fdlFDI5l4ShegEdTN2SbpTe1d7iXCvQFsVNeFEg,1442,TDN-Wosret,24,0,0
Punch,Kurnikova,37,200616.7,287144.6,ERANGEL,2U4GBNA0Ymlo70hlVSNPbyAmHVAya2EnmtCK1SytLOhhjH9m6IcjoJEPMOugecEp,501,Play_cg,37,0,0
M16A4,Franklin8,15,370267.8,299824.7,MIRAMAR,2U4GBNA0Ymlyb2I2L4b8glcTCoC-CEBx5Un3n-50TY7QBIKoU0auHMdoQEvbEpFH,939,2mBaotou,17,374424.5,300430.7
S12K,Nicknamesc-,19,378817.6,446424.8,MIRAMAR,2U4GBNA0Ymnuann41aKjJ3OFhZif8d4SPcTEBYH3b2inJeqp7P8clslHee7K9Jeg,164,Fnatic__,10,377713.3,446280.5
Grenade,lubenmin666,27,159753.2,275674.4,ERANGEL,2U4GBNA0YmkEEoMbq2Q-7Je_6fue4sqOGsKWNDHzy-29iLOn-wWK-y0u-wDN8pEC,570,tuitui2,16,161834.3,280466
Down and Out,jamo20,15,402409.9,410633.2,ERANGEL,2U4GBNA0YmnQy3coGelXFeOO9WY0uv_TVwHpwca7nIxSfIPFMclrfckbUboXvTw6,922,FSDFS,22,402699.3,411436.2
SCAR-L,upersshh,1,185012.7,148400.9,ERANGEL,2U4GBNA0YmmV0wsNnKWFVLmmq4lsefj0Rr1M0OtGdIN32UjAlJir3puaxGNd1LQ-,1969,gersao,2,184644,152647.4
SCAR-L,Lumpierpuma,31,624881.2,378854.8,ERANGEL,2U4GBNA0YmkRyRcT_tfTbn9A9cCgD8uymP3C9Z4aDolHUjgSK5S14cii6MhR_YXj,157,The-bestest,28,621634.3,377067.7
S686,Zh0706,7,249315.2,540417.2,MIRAMAR,2U4GBNA0YmkrSYNm2lJ44VBZ8nMi3agDJDWanIwroVPkVVF6GHAmKrLMA4y-FPeZ,429,xGHOSTNAPPAx,21,248823.3,540367.6
M16A4,Vxeite,44,163237.9,569328.3,ERANGEL,2U4GBNA0YmlwTNI8xdP-O3fM5BYv9jCsEtZf7L2ao2Ll9IukWrKb4jeBpg0EiU2p,346,edsawfsdf,47,167392.1,562414.3
Mini 14,imatation,25,406487.5,301138.7,ERANGEL,2U4GBNA0YmlAIr-b6w2UKtY15sS0xLH7YJn5hHZEpZKxx7yw1S7dePvzaAS-zW3v,455,chijiman_666,12,405594,306509.8
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmnGEg5VTxMDa1aSNuvPyykcWfrD_JHUM2rC8z__Z0djKIw1LbSnZpKe,817,Weixiao321,44,616372.8,258992.7
Kar98k,hashadenough,8,157944,208704.6,ERANGEL,2U4GBNA0YmlRAwWLd-eRdYhhJUUWAtYqjiVpy5DGS3AS14h-g08ozlaOQmyYHRw7,1160,Halvo16,31,167745.8,200642.8
AKM,564562hjfhvhj,1,572012.6,419883.4,ERANGEL,2U4GBNA0Yml0045wlWevsPSQg2402Z5zg0t-T-Fwox4A6cPuoDq4gH16tcx8n53G,1237,Wardell,11,575612.4,410356.1
UMP9,Fronk87,16,151829.5,605240.4,ERANGEL,2U4GBNA0Ymlm-9GaZAgQ3bhD1jin8TEMbxBfor3OG8HXeW2WlIixHJATrVryZMen,521,Gugglerz,19,150667.4,604684.4
Uaz,DouYu_110,8,396402.7,460396.6,ERANGEL,2U4GBNA0YmkxCU8Pc-BmH5ViWOk5gHcLLkIecruBGPA_5pVk-3jviD0c7llMWxhm,791,JPLucky,19,389049.1,468153.2
Punch,Se7enExV,18,369899.9,124464.9,ERANGEL,2U4GBNA0Ymke4z7SuF8ViLo4vjDMYiPC_mbM6voZGdzOG8Fm56L7yJQNw2ojPgWw,122,Red-_-Hood,27,369424.9,124596.9
SCAR-L,DiamondDog76,7,561797.2,202230.4,ERANGEL,2U4GBNA0YmkdA-ZL4YOtddvAoaigqMm1UYKuznxa9YLzLhk0vuvPf-5l32f7bbe_,1378,Billy950616,21,563604.8,202867.1
Down and Out,White94lude,6,550148.6,363456.8,ERANGEL,2U4GBNA0YmmlyQjX1DFxjaEKEK0gw7DcPKIvy1_gb1oGT58kNTQhf0yNEqqmwqaU,1019,AGxiaoyuan,14,552242.4,358339.7
Grenade,landongtai,14,423271.5,474521.8,ERANGEL,2U4GBNA0Ymk5cEn13K9ZcO28fvcjA9r-3F5rISb9k-CeitFgOY4VKP9FB5ur_Y7J,1481,landongtai,14,423271.5,474521.8
Down and Out,Derik2347,21,624904.2,378429.9,ERANGEL,2U4GBNA0YmlewVJt9I-mTEq01iCbARuIN5iIiasVqzix2OyTPAHQC1wP2chIBUbD,692,5610419551,33,623462.4,377737.7
AKM,Zyzytop,1,374558.8,413277.8,ERANGEL,2U4GBNA0YmnLridk4p0JideMfp8YDjUPqDfcpz1QWZiR7hOKiH0oT8hOW7-9nzvN,1008,Whf0618,8,401411.4,407686.9
S1897,jonyt001,37,427850.5,454206.3,ERANGEL,2U4GBNA0YmmBzzGp39uBEPBOAO3xILvPBl3Nic89RA4cUKyryoNNxCVlTgipadhL,361,ShuaibiInwanli,28,428122.3,453663.4
M16A4,526123,11,551014.4,362146.8,ERANGEL,2U4GBNA0Ymm3D8aK67aPSe1sWugsQ7ands9dBIarEmeDJeKZPgmBbPQTb9RppUuN,271,YZB_songxiaobao,21,551058,362430.6
AKM,ITSWDM,21,449641.7,360720,MIRAMAR,2U4GBNA0YmkGS0m5Aex-jPeObIlQNj78lxL0ZithY7OomJnsSJmZmOgqofksqHrh,354,Ka3Ha,30,449794.8,360704.4
M416,TrollStatus,10,300165.1,632516,ERANGEL,2U4GBNA0YmkHBMIobaggGEuFWzZq2pPISgY5b1JMU_BRHYmyvKB3KtTH_UU48_LB,906,TwoSticks,16,302144.9,631471.2
death.WeapSawnoff_C,XN_from_china,10,193595.6,417645.9,MIRAMAR,2U4GBNA0YmnR30ajlA3ABf-CVI0MLpNq4Oro6b1u38fTcO6C3X1-KEEdZokmMz2F,139,YellowTeaBi1ch,39,193796.6,418094.8
Bluezone,IGDeMo,1,501370.9,413944.9,ERANGEL,2U4GBNA0Ymn8T94iiEZkc11zXxJyflrosbEyaPVyDQttgSkHctx9Elpj3BO6W8x2,1761,ZionKang,3,506789.5,418652.2
Down and Out,panjinlian1987,10,323728.4,327143.5,ERANGEL,2U4GBNA0YmkiDh94YW1CdF1gojfjNss_nXKNwITlbncsmDACF_AyF8gZ-BF--6e5,1489,yiruocanyang,11,314788.3,327741.1
M416,MEI-SEN-wang,10,321060.1,683658.7,ERANGEL,2U4GBNA0YmkCgwCOMAQRAzizCy33semsrAmfrUyTDztW97JPab16YDpJebO1CfLT,1502,chenglong999,15,331901.3,678303.1
P1911,YephetStay,27,468365.4,639507.5,ERANGEL,2U4GBNA0YmlIMlS_5KNt7GEeS60GlXym18-HKED3nF7z9mMudTJVK0UiLtBVPfzZ,114,Tzppno,23,467876.4,639573.2
M416,coc002,1,550531.2,372622.9,ERANGEL,2U4GBNA0YmlY0-kyyn9LlMWmT_by3uN8N2T7e9TI7AHrpwtTppneYQklfWeHouwh,1477,MickeyMunday84,12,549416.6,366984.3
M416,Mao-XianSheng,4,486226.1,143879.5,ERANGEL,2U4GBNA0YmnpDnAf-x_4VtE8IR2vX3JGOLC8udQDDkTJ1BccgVfHcr4hx3VQLUyS,1621,Gilby340,6,486023.1,140627.4
Down and Out,Jadudes,4,348599.9,295459.5,MIRAMAR,2U4GBNA0Ymm3twiqM1Ppzp4ztM_NPnu0NVEV_Odo62gBwa9v1KQsMGNgqz3CHnZ0,1830,Death43,7,347114.7,298340.8
S1897,Playfulx,16,455825.7,304472.1,ERANGEL,2U4GBNA0YmlRTIa-xG54cOBdfFmxTn1mIhWJWWE5UQ7iVqJlE_6AODmEaJWctsm1,1001,Meece,9,455752.6,304635.3
Down and Out,GT_Hercules,1,297003.1,341329.9,ERANGEL,2U4GBNA0YmlWznK92qCI1rqGOhtwdsArEIvt7E3w1KUir6lnG_a6oD7RIXZ6wALU,1720,C__God,5,296644.9,315942.4
SCAR-L,shenghongji,46,349086.1,266924.6,MIRAMAR,2U4GBNA0YmmPkCekZTmGmobHmYrom37RhxEQX9Nw1JUQql68M-Vzv-Tb5-nlLy4m,98,Darkqisying,84,348715.2,267094.1
M416,WillyWTF,4,607172.9,592772.9,ERANGEL,2U4GBNA0Yml-9iFMOeeLJQvv2RoD8H3abLph8s0nmiL8UlH5P4gpv0rC3TNd0eIG,705,RecycleBin,17,607889.4,592696.3
Down and Out,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmmEzMxkkQHwJMmjZVCpID3ZKS9uOVaRQkijzDX75kbnkEr9l3NXeCmj,892,cav90,20,0,0
SCAR-L,qq1123456,2,319207,188296,ERANGEL,2U4GBNA0YmlxydwOMV8bptmUXTdO6doedTv0BnGBLSNDNj_UvzRbrwKfbB0H-IAz,1759,JwanCji,4,309214.7,184491.5
AKM,MZwuhong,2,444610.5,363400.8,MIRAMAR,2U4GBNA0Ymn69pU1ozEi0tM-1IE3OO1sT3Rxl80dKdQGmYXvjhvqQgzRv8GSTzDX,1659,tongliyakatong,5,444563.7,381708.3
UMP9,Kingofgugu,24,420042.2,324337.2,ERANGEL,2U4GBNA0Ymn1ysMSOs8e5rRFrRJE9xoHWRlM6AEdZird46JsCOEMIqvgKfMgbP2-,239,LooseQueef,17,420881.5,324533.2
S686,iBmooreHigh,23,385942.3,119006.3,ERANGEL,2U4GBNA0YmktxWe7OqGNjmS5TRK7aUvtfAdsV8-tqy597uJj9AQU0OhhRWhQKsx1,267,KailashZ,3,385877.4,119601.8
SCAR-L,iTJzzz,1,302466,197480.5,ERANGEL,2U4GBNA0YmlGmmv2Y7KQe4FSp--Kqdf5vOX2nBYSU2pj5ICEySd1HkPb3-dLPNRI,1859,TheRatBastard,2,300063.8,198361.8
M16A4,Amy_XH,2,317232.1,360419.5,MIRAMAR,2U4GBNA0YmkAXd0Y2nI7nmsbDA8phTX7qpRQxmtWQVuJRsJqSpt0xjhYqB87LVc2,422,PillowTalk-3-,33,317285.2,360149.6
S1897,Chukyman,26,627707.6,383931.8,ERANGEL,2U4GBNA0Ymm1MC9LlE3qnwHshEVO9sUDGrhDZ1Iwi0yAHDyaW5yS6LThwmPG8kp3,235,MenColiss,27,628060.4,383905.1
UMP9,ZXR789,16,289222.9,345805.2,ERANGEL,2U4GBNA0YmlH_nR4BiywSHBlahZ9cp_csVsj8_PKpw3QU1GuX72AuYYAd87l34rs,439,thisis2B,35,289502.4,345642.4
S12K,Zerocool_cs,2,434385.2,280151.4,MIRAMAR,2U4GBNA0YmnPu4ESmNWcwNowwX3tXuPFHZGEz3WFHmEfLgNi12ofNMt6mtmSM3v1,136,VAVA0125,24,434546.1,280314.3
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0Ymmb9mAtzzysEfXexYD_Pp8DNbipgCC6RrYSRpOpuo7JQtFdkBwYGhwl,1655,chenyongyongyong,8,501143.2,429032
AKM,DukeEd,23,290533.8,448695.4,ERANGEL,2U4GBNA0YmlghSH1GYRc2uf5ggfHkIz9Cxco7WGTHmk-74WjkMEBNbg6KbEhqaVN,145,WangulusMaximus,85,291289.3,448542.9
AKM,smobra,14,357708.2,316740.2,ERANGEL,2U4GBNA0Ymkf8NJSCXPpWvegtgI7wbbc7HzCIhxFALEKuARVFdVyKSxLc-PGowNQ,728,LKJCK,26,355502.9,316019.8
AKM,Smlzsjile,17,398582.1,347949.8,ERANGEL,2U4GBNA0Ymkqlyo78ahZz30nZ2rP777rbijXzcPJRCZbyzaVv4LD47t_eUQEYLrb,480,Knightoroonie,52,401801.6,340598.9
SCAR-L,CZMD,1,389348.3,287580.1,ERANGEL,2U4GBNA0Ymmk9Br8qUwu8j9MWb7-UqOOk4NZgDkNfCF-yfCTAY0_BVxm73QjJhVd,677,Unkobot,32,387714.2,278938.3
SKS,chin-SH,1,699263.1,518971.4,ERANGEL,2U4GBNA0YmkC4ksS8r7XafgKhXxxp3WX4hRTofM76wMnE-S0GzislXNfD7TkHGZD,1791,MasterWTY,3,705756.9,511693
AKM,zhonggtj001,28,243662.2,438478.6,ERANGEL,2U4GBNA0YmmksTgo7JmQZUbjGd8QBeTg62tWSCUwvqq9VMGtPinKW_X81lZkn-u7,257,ColdString,70,243575.2,438390.7
Micro UZI,ZhongEr,2,579804.1,484772.8,ERANGEL,2U4GBNA0Ymm70FsSGFrHJNxmQtj7UZ75LRn3LaDDymubO23itwSQSmqGeGsv8Xg8,202,grooty1,45,581516.3,485275.8
Grenade,ftpolaris,6,156432.1,373022.6,ERANGEL,2U4GBNA0YmmiEl-twTQmfDdx4FwCmmXEEAgxCilKQL7jPfvkYIPoI4UiXRVf_slo,1555,Torris_Bulba,7,151439.8,373796.7
S12K,dapiyanzisd,37,367938.9,422009.1,NA,2U4GBNA0YmmKVxyjxhPJt-oPSNygtr38RXjMaIBYwkRg7f1Qjz3Mod3jZde2QYHV,105,cjy15161721005,39,368058.9,422039.9
M416,sjj755,13,191122.1,411553.9,MIRAMAR,2U4GBNA0YmnIGJMfsZbMD9VQfrm7ei3iUcyZx6UkvOX7Ak2K1b2eyf9uYm2yGYt8,381,OnIy1ove,12,193660.5,410998.2
M24,Wsy--00,9,262512.2,428100,ERANGEL,2U4GBNA0YmmnqtPK96LkJ1rlahRFh0El5Efbc-jibd_xLwl36UK4NFD3NjQb_2-y,1202,Single-Soul,5,256700.3,432403.5
AKM,Demonbreun,30,487791.4,558133.6,MIRAMAR,2U4GBNA0YmkBCCzkhFw4MRKqmEf6j-0QusMgkEyDEVqVrBx0qJnFRNnYrPwqrqz7,324,Qyuanchen,16,487537.5,557951.8
Mini 14,QinLoo,26,219965.5,395858.8,ERANGEL,2U4GBNA0Ymmaw6LaVh0jMi_Nc9adjVu7xpa9lU9UH5k0wtNBoVMI4LVS4_YjL9ym,231,hgrgtr,21,220294,395555.1
UMP9,WANGLISA,13,560189.9,385750.1,ERANGEL,2U4GBNA0Yml3xISSPOIVQxPgqtO3ZpGnJh8HgefH-CXJqdDgEBuaOfZ9QWUUpOL-,465,gameover1950,35,561177.3,385750.9
M16A4,THC_MrG4m3HD,2,328357.9,528016.8,ERANGEL,2U4GBNA0YmmGNSGoaRjNvTNYUW0lJv2k71eN4DshPCwyUmafNk8B5y4OeDwxdVmM,735,DaviCanob74,31,329467.4,528056.6
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmnTcGdsr0kxW56g0XhDwKJtLUysCsIX_cAAqc9otZOY3P8e_DlymDsV,1101,oZoQAQ,20,0,0
S12K,BangSp,49,360815.5,395957.6,ERANGEL,2U4GBNA0YmkSORkgZJFHj-8HafZ4kHeo1Bl4xIz2Mdri96KwirM3HmM7_3nCcU9r,433,DtDt001,25,360993.4,396336.5
S1897,cnmbgb,20,208691.4,276860.6,ERANGEL,2U4GBNA0Ymndu6fN9AzCHizdKQYfv0OoTaYhtIXVjQ557TGSDO8_3lp3T7d5yVZY,131,CoolKidColin,7,209688.1,277071.8
Tommy Gun,lxzjox,8,569708.8,132337.4,ERANGEL,2U4GBNA0YmnFH163fetqmumikjENoVzPOQux95SW8BemfSzdKzezlbvMrHW0S0dZ,240,LJH850,26,569949.2,132315.4
Kar98k,T_Smiles,6,390999.6,437391.8,MIRAMAR,2U4GBNA0YmlYOnghOkCag6IM3e5S0o01zU6PKn1LLpjwMPqdPRz2BQK6ZUKy0jxR,891,eStyleD,9,394952.7,441483.2
S1897,LZHAOLAO6,20,372250,413501.8,ERANGEL,2U4GBNA0YmkCEctKGJiJb_AKvAfps33FHA6fbEOls6wSw2Na1mbMrGow4D11FdWT,114,Rtiqex,25,372386.7,413693
M16A4,ATHEIST_PALADIN,2,405996.5,241836.5,ERANGEL,2U4GBNA0YmlBA4o86L0dRVVg0X2Fvu9US4RfDr2rfCEiP0hV-9UMWqzHEH-rte0c,1763,FANXIANG123,4,406952.8,242676.6
M16A4,wuziyi111,64,361119.2,401223.3,ERANGEL,2U4GBNA0YmnC1feVE4arpq85WgJWroxr9hAjUzsfCRQhTa1ENZ9-oKEx_IMQZLad,292,AaronAva,68,360481.5,401704.2
AKM,Assets4Life,8,451763.8,629842.9,ERANGEL,2U4GBNA0YmmXiGDtluYmXCfSEl0AfHspwb0VUdAdAn-I4DEWYNFeyhW1N62Jtdk_,245,MasterSig,21,451561.9,629956.4
Micro UZI,TGP-feizai,5,303854.5,132733.3,ERANGEL,2U4GBNA0YmlYFRGV3Si_WWF0Nldn8T7s6N48_a-bxgALY2zgLxdG4BMe9_tyFxXV,167,Gou_g,45,301856,129836.7
Tommy Gun,Bach1,8,366334.4,381664,ERANGEL,2U4GBNA0YmmrPOjHSTtWicyU_-bxpOhHEj6lbpmkBb6ncJi_l9Fs8ALsxR8qVcsE,879,Yy72960356,21,365512.6,381495.5
Micro UZI,Brandeau,25,385153.9,125631.6,ERANGEL,2U4GBNA0YmnDmQbbsIKXrUi1TMT-m_65sGMqKvW7pl7XQYhldRWC7SqLlG_QPuRA,143,Elba-Ginon3,23,384919.1,125674.7
Tommy Gun,Geronimo31,25,448030.3,621164.6,ERANGEL,2U4GBNA0Ymki5LJmQ93LZ6l7wzQSt2lHzdZYo9rl_B2IGWkl1v6MDtDARQcrIgRD,117,x2OhSeven,26,446917.4,620812.9
M16A4,linhf111,9,467157.9,524491.4,MIRAMAR,2U4GBNA0Ymn4X_3s2mnPNNzPLrymKSa4RZfzCnlud9fESh6PzWQ-QEBulIFQFJYS,603,Jacob_Genobia,16,467132.3,521928.1
SCAR-L,Williecom,4,426098.1,331813.4,ERANGEL,2U4GBNA0YmlEfyaTNTRDux9Fm1MEyZqmtDbaiXzWhNqb4PHFSmV6CoXG-T8WotHr,467,Aled225,5,426063.1,328236.2
SCAR-L,fatsantapro,8,308706.5,350759.5,ERANGEL,2U4GBNA0YmkTsRmcODrCyNOY8R6BPStlE_b31JxaBf8IQxwp600cZWPWa13mfjsT,1435,your_daddy__,6,308561.1,347540
SCAR-L,Larry88,32,208342,291898.9,ERANGEL,2U4GBNA0YmmnlAqa76BTyj33UMc69utztUuU-Qcfcl-TJ15bTCb-sPln0f3xPu-R,330,EasY_,NA,208283.2,289135.8
M416,McKnugg,9,234678.2,465601.6,ERANGEL,2U4GBNA0YmlCZE9cWCbfWI-K9ZABqOykSRaQPbn3ronUBeg9fdlyf9tqVATzv10Y,1240,Hshung,24,237913.1,465110.6
S686,KAIMENYOUKUAIDI,29,570660,388666.8,ERANGEL,2U4GBNA0Ymni_dTtmPwYiuSL9R0zQ9YGZxb2KXe8iSgv8j0woAEXomhbgP8GWpLk,182,elipapa,35,570737.1,388533.9
M416,TangoFaptain,3,500521.1,235918.6,ERANGEL,2U4GBNA0YmnZlOQS2c60841wlBR3a2ggTmlmSiepv45pk2E_s1tFFUc8XPgF6DLk,1471,FiveAmorDoc,12,493108.8,242135.4
AKM,TresX_Ponygon,2,387859.8,375559.7,ERANGEL,2U4GBNA0Ymmx4fs1KXpC_qeYzbbyR7fIqTixKoYoaTbidic0EdLr_My6UEtytW3o,1634,dhwnsdnjs,10,390812.2,377443.9
Down and Out,Valphon,4,621818.1,371833.9,ERANGEL,2U4GBNA0YmmLbxSGoHVuJnEjMngieh19POtukEhX9u1jMvGuTJ0fV_6Wckls6_Zc,407,sgeber1992,24,622152.9,369317.2
UMP9,Flare76,4,563291.7,454097.9,ERANGEL,2U4GBNA0Ymm_BxEvzlZMUYoC18EJcNmfKz8FT7zVThA6fLrkl3ZvSQLL2pN1tUfF,1411,DangersCheng,9,563104.9,455055.6
Tommy Gun,PoisonousDylan,11,382594.1,121897.5,ERANGEL,2U4GBNA0Ymk5ABfdxCVqP-LNjETKO2IW3CTRt2zXvL5CoRqAUBWeNKRIad-Che55,154,Rush_Lionheart,23,381820,121966.5
Pickup Truck,cunzhang88,1,506602.8,327029,MIRAMAR,2U4GBNA0YmkHWsKRsIIEiytbHoE6hRHwLSIAVHFCoFjcpcWE9iPC5WzH5XRQTIpz,619,xiaoan11,23,498604.1,329113.2
Punch,wad_uuuA,15,433208.6,451655.6,ERANGEL,2U4GBNA0Ymn_D2zZhktLh92f9Ck29BNGcnJq5Y_3GMq_1sbau4DlcC7JuD2WPokF,109,tlfsssni,8,433196.7,451737.2
Down and Out,bilibili_susu,1,401088.2,631816.1,ERANGEL,2U4GBNA0YmlMwfH_b3FJDGhprr40IQSYlOnYS0CJtKUdTRazfhC4lIYPLAGWVaTn,1598,taogeQS,5,417333.1,648340.4
AKM,SPRaxing,29,440870.2,641731.8,ERANGEL,2U4GBNA0YmkLO03w7VYZS49sljQc3cNJVbFJM6RDVm4OPtKlHkmat2HbMsDytFKi,273,PLXW,36,440334.1,641773.4
AKM,Rookkie,3,682528.4,231391,ERANGEL,2U4GBNA0YmkRtZDJZso073opUk4ML6uSdI6SvsKAM-Lrh84sJBMJYlZ-hH1bToJc,1049,KuaishouLYL,17,683154.3,230707.5
Down and Out,Akamiie,1,360070.1,395792.5,ERANGEL,2U4GBNA0YmlPJuBNVobBnaSlOOkdCfZYjWzA_B294ULunnImRWTufKCsnu2eEZOw,155,FXnooby,27,360197,393421
Down and Out,CaiJiMeng,4,152021.7,293371.8,ERANGEL,2U4GBNA0Ymmb9ZbB9fAOXZvXBppnzrEZx3k8fWb9_5yP4tJ6yYwKTeL9juUVi7He,1549,OnePunchMan126,3,159248.5,304187
Mini 14,Green-Kush,14,333498.7,195962.5,ERANGEL,2U4GBNA0Yml5CVNU0oj18rdBKwZLCCSKNeoADb4eQwzy3SZO1L3y0Dkh9V0cCxAC,1408,TheFurbear,15,334417.9,195131.2
Kar98k,TKONEZ1,2,485802.1,456683.5,NA,2U4GBNA0YmmjWqhDzPDD6mKjZQPrVAPDlZd7QxTrKqSIjwKL2GhiYCBz0YIJduc6,969,JACKSON-A,14,475420.7,447953.9
Down and Out,XxK1LL1NxX,19,629556.3,608025.8,ERANGEL,2U4GBNA0Ymmm2vmx2VuivGKrmCb5ao5YjckPNEJjclFxbOcVG3xHwm0qlkqpfpi-,179,sipzil,18,629111.2,607431.8
Micro UZI,Muirz,23,605166.9,481201.2,ERANGEL,2U4GBNA0Ymnsy4Sg_jRKcqcS9ZkuBUbU6DoeHUvddIEt4tRF2r4VJyO97PmfdZFc,144,taisuke115,10,605001.9,481410.8
Down and Out,fengyun1234,2,253663.2,414220.3,ERANGEL,2U4GBNA0Ymkk6gQ1dFw0NeWEGNQKjKXTtSaxtBPkF3jOrPl1NlfEprczAGo535tM,1236,RUNdinggril,12,252052.1,411255.4
Down and Out,BleedingScreams,5,464347.5,423481.5,ERANGEL,2U4GBNA0Ymm_xATj6pL5YS2Cy3I_-u2j8xQypUT3RfWG5kcLuggZfVv2ucdI7_SM,941,Vash-TS,12,464416.3,423310.8
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmkqPRnDuHrmZ4AzbIN0p2igcjVxGgt62NqmI5DeiXCTNyaqlRgubJ2Q,1154,qwq3,54,0,0
Win94,kjxfg,24,271123.5,205263.1,MIRAMAR,2U4GBNA0YmlUa54FNWMc0IGBpyGe6h50zUfNhNX0vQjStL6qgO7AIj_Kkg-eT2OQ,972,1YYYY1,24,271134.6,205101.1
M16A4,ItsMarc,2,169193.1,281849.9,ERANGEL,2U4GBNA0YmmNmRq42J-UZonFOzl6EGPzPFKrlVzDdBe3A_IS3PO7MD6WbJ-IqGsP,363,cjjjjjjjjjj,22,162688.3,279509
Mini 14,lingwuersi,7,436743.3,449258.6,ERANGEL,2U4GBNA0YmmQ4jsmddiK9DlVhK80tbF516mgiSelMiYWqg6qThwu92JFnGRHtsCR,545,qwee56,50,434910.6,446123.3
Win94,shabinanhai0,25,368038.4,424609.2,MIRAMAR,2U4GBNA0Ymm7vbWhevG2LlWFyLmX-1vX4VJdN-AO2W913W8pucIgU7fiN0yFY5mb,257,FCB_Messi_,26,367510.6,424160.5
UMP9,Germai,11,214276.9,241364.5,ERANGEL,2U4GBNA0Ymm_yzAD4Wb9CYVXI2C97fdNaKyLQ340yvq-5xj_MkJBhVLDm62nV1aa,238,Tto0,22,215092,240896.1
S686,JBears,6,193090.1,226021.6,ERANGEL,2U4GBNA0YmmsG6-QqnVRlLSwyHOdllHHgU6264WW3t3eI-y3nhjDKUpmlUZf2zT_,404,YuuoKi,19,192981.7,225800.5
S12K,DissoluteTT,31,368658.8,424247.6,MIRAMAR,2U4GBNA0YmmhF4XLcqdtppVfr36umdGmjQBsjUmaVUng6okDH2Tv3CAx7E-vwzRE,293,yyyyyy_yyy,32,368640.8,424493.8
